,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
8561,Focus,2017,10671,Manual,21833,Diesel,145,74.3,1.5
8563,Focus,2017,10400,Manual,7845,Diesel,0,74.3,1.5
8569,Focus,2016,9780,Manual,41151,Diesel,0,74.3,1.5
8571,Focus,2016,9650,Semi-Auto,44368,Diesel,20,67.3,1.5
8574,Focus,2017,16230,Manual,14446,Petrol,145,41.5,2.0
8575,Focus,2019,18030,Manual,4520,Diesel,145,74.3,1.5
8580,Focus,2017,17495,Manual,26587,Diesel,20,67.3,2.0
8582,Focus,2018,13995,Manual,12197,Petrol,145,57.7,1.0
8591,Focus,2017,11695,Manual,15935,Petrol,145,60.1,1.0
8593,Focus,2018,13695,Manual,16513,Petrol,145,57.7,1.0
8597,Focus,2017,11995,Semi-Auto,35289,Diesel,145,74.3,1.5
8601,Focus,2016,8795,Manual,49286,Petrol,20,60.1,1.0
8602,Focus,2017,11995,Semi-Auto,10796,Petrol,145,51.4,1.0
8606,Focus,2017,19220,Automatic,14882,Diesel,145,61.4,2.0
8609,Focus,2018,14140,Manual,22358,Petrol,145,58.9,1.0
8611,Focus,2014,7950,Semi-Auto,29479,Petrol,160,44.8,1.6
8614,Focus,2018,12990,Manual,10384,Petrol,145,57.7,1.0
8618,Focus,2016,7890,Manual,36329,Diesel,0,74.3,1.5
8622,Focus,2018,11250,Manual,8564,Petrol,150,60.1,1.0
8625,Focus,2018,15500,Manual,3023,Diesel,145,74.3,1.5
8627,Focus,2019,17000,Manual,8288,Petrol,145,60.1,1.0
8628,Focus,2015,13000,Manual,41599,Petrol,200,41.5,2.0
8630,Focus,2016,7999,Manual,27511,Diesel,0,74.3,1.5
8632,Focus,2017,13498,Automatic,10365,Petrol,145,46.3,1.5
8634,Focus,2017,11998,Manual,14895,Diesel,0,74.3,1.5
8639,Focus,2013,6190,Manual,52632,Petrol,20,58.9,1.0
8640,Focus,2015,10590,Automatic,20701,Petrol,145,46.3,1.5
8641,Focus,2016,15387,Manual,20076,Petrol,200,41.5,2.0
8642,Focus,2019,18990,Automatic,10690,Diesel,145,54.3,1.5
8647,Focus,2017,10500,Manual,19512,Petrol,150,60.1,1.0
8648,Focus,2015,11400,Manual,16299,Petrol,125,51.4,1.5
8653,Focus,2018,13200,Manual,20597,Petrol,145,57.7,1.0
8654,Focus,2017,11000,Manual,13652,Petrol,20,61.4,1.0
8656,Focus,2018,14000,Manual,14858,Petrol,145,57.7,1.0
8657,Focus,2017,11500,Manual,41545,Petrol,145,51.4,1.5
8659,Focus,2018,13442,Manual,6850,Petrol,145,57.7,1.0
8660,Focus,2017,12949,Automatic,21507,Petrol,145,46.3,1.5
8661,Focus,2016,9991,Manual,47477,Diesel,0,74.3,1.5
8663,Focus,2015,7698,Manual,51060,Diesel,20,67.3,1.6
8667,Focus,2017,17798,Manual,11134,Diesel,145,67.3,2.0
8670,Focus,2018,11746,Manual,26495,Petrol,145,61.4,1.0
8671,Focus,2018,12700,Manual,14363,Petrol,145,60.1,1.0
8672,Focus,2015,8462,Manual,45549,Petrol,20,60.1,1.0
8675,Focus,2018,16000,Manual,21650,Petrol,150,60.1,1.0
8678,Focus,2018,13495,Manual,23047,Petrol,145,56.5,1.0
8679,Focus,2016,10495,Semi-Auto,55400,Diesel,30,64.2,2.0
8681,Focus,2014,7298,Manual,17425,Petrol,145,47.1,1.6
8685,Focus,2016,10495,Manual,41741,Diesel,0,74.3,1.5
8689,Focus,2017,12991,Manual,7273,Petrol,145,60.1,1.0
8691,Focus,2017,11995,Manual,13711,Petrol,20,60.1,1.0
8693,Focus,2016,14995,Manual,25773,Diesel,20,67.3,2.0
8698,Focus,2019,15850,Manual,7288,Petrol,145,60.1,1.0
8702,Focus,2018,18500,Manual,23604,Diesel,145,67.3,2.0
8703,Focus,2017,11000,Manual,34495,Diesel,145,74.3,1.5
8711,Focus,2016,10999,Manual,11621,Petrol,20,61.4,1.0
8713,Focus,2018,12599,Manual,16087,Petrol,145,57.7,1.0
8715,Focus,2017,12299,Manual,15000,Petrol,145,57.7,1.0
8716,Focus,2017,11999,Manual,13631,Petrol,150,57.7,1.0
8723,Focus,2017,10999,Semi-Auto,44800,Diesel,150,67.3,1.5
8728,Focus,2016,9499,Manual,23154,Petrol,20,61.4,1.0
8730,Focus,2018,19999,Manual,10365,Petrol,145,41.5,2.0
8732,Focus,2018,12999,Manual,17379,Petrol,150,57.7,1.0
8738,Focus,2017,14499,Manual,4000,Petrol,145,51.4,1.5
8744,Focus,2019,16995,Automatic,9299,Diesel,145,64.2,2.0
8745,Focus,2018,14495,Manual,17635,Petrol,145,58.9,1.0
8748,Focus,2019,16495,Manual,7820,Petrol,145,60.1,1.0
8752,Focus,2016,8995,Manual,35638,Diesel,0,74.3,1.5
8753,Focus,2017,10997,Manual,26828,Petrol,145,60.1,1.0
8756,Focus,2016,10695,Manual,19518,Diesel,0,74.3,1.5
8758,Focus,2017,12295,Manual,14288,Petrol,145,58.9,1.0
8763,Focus,2018,15995,Manual,14794,Diesel,145,74.3,1.5
8768,Focus,2018,12999,Manual,16500,Petrol,150,60.1,1.0
8769,Focus,2018,10995,Manual,33313,Diesel,150,74.3,1.5
8771,Focus,2017,9995,Manual,52132,Diesel,150,74.3,1.5
8772,Focus,2019,16495,Manual,4211,Petrol,145,60.1,1.0
8774,Focus,2017,16995,Manual,17493,Diesel,145,67.3,2.0
8775,Focus,2018,15995,Manual,29649,Diesel,145,67.3,2.0
8782,Focus,2018,13495,Semi-Auto,7672,Petrol,145,51.4,1.0
8784,Focus,2019,17495,Manual,6130,Petrol,145,60.1,1.0
8786,Focus,2016,8995,Manual,33744,Diesel,0,74.3,1.5
8787,Focus,2018,14995,Manual,16611,Petrol,145,60.1,1.0
8790,Focus,2015,7761,Manual,50356,Petrol,20,61.4,1.0
8792,Focus,2015,9291,Manual,51731,Diesel,0,74.3,1.5
8801,Focus,2017,11995,Manual,22572,Diesel,145,74.3,1.5
8802,Focus,2017,10395,Manual,18636,Petrol,20,60.1,1.0
8803,Focus,2019,15480,Manual,2485,Petrol,145,60.1,1.0
8804,Focus,2019,15810,Manual,11795,Diesel,145,74.3,1.5
8805,Focus,2017,10250,Manual,16000,Diesel,145,74.3,1.5
8806,Focus,2019,16360,Manual,4022,Petrol,145,60.1,1.0
8807,Focus,2019,17170,Manual,5641,Petrol,145,60.1,1.0
8812,Focus,2019,19970,Manual,1566,Petrol,145,49.6,1.0
8813,Focus,2013,5991,Manual,55173,Petrol,30,56.5,1.0
8814,Focus,2014,7542,Semi-Auto,29222,Petrol,160,44.8,1.6
8815,Focus,2019,17991,Manual,3276,Diesel,145,61.4,1.5
8820,Focus,2016,10491,Semi-Auto,13500,Petrol,165,44.8,1.6
8826,Focus,2016,9698,Manual,23243,Diesel,0,74.3,1.5
8830,Focus,2014,7295,Manual,52828,Diesel,20,67.3,1.6
8832,Focus,2019,17410,Manual,2852,Petrol,145,60.1,1.0
8833,Focus,2018,19298,Manual,21362,Petrol,145,41.5,2.0
8836,Focus,2017,18030,Manual,15310,Diesel,145,67.3,2.0
8837,Focus,2015,10390,Semi-Auto,13655,Petrol,160,44.8,1.6
8842,Focus,2019,16998,Manual,17819,Petrol,145,60.1,1.0
8843,Focus,2017,10498,Manual,33324,Diesel,145,74.3,1.5
8844,Focus,2019,16498,Automatic,12325,Petrol,145,41.5,1.0
8845,Focus,2019,14498,Manual,13574,Petrol,145,58.9,1.0
8849,Focus,2017,10995,Manual,21263,Petrol,20,60.1,1.0
8854,Focus,2019,17320,Automatic,1865,Diesel,145,67.3,1.5
8855,Focus,2019,19180,Manual,7008,Petrol,145,60.1,1.0
8858,Focus,2019,15650,Manual,2068,Petrol,145,58.9,1.0
8859,Focus,2019,20100,Manual,4905,Diesel,145,74.3,1.5
8861,Focus,2018,18060,Manual,18660,Diesel,145,67.3,2.0
8863,Focus,2019,15380,Manual,6955,Petrol,145,60.1,1.0
8868,Focus,2017,9991,Manual,21755,Petrol,20,60.1,1.0
8871,Focus,2019,16998,Manual,13039,Petrol,145,60.1,1.0
8872,Focus,2017,12798,Manual,16703,Petrol,145,57.7,1.0
8876,Focus,2017,11498,Manual,20120,Diesel,145,74.3,1.5
8882,Focus,2014,7330,Semi-Auto,47067,Petrol,160,44.8,1.6
8896,Focus,2018,12691,Manual,21364,Petrol,150,60.1,1.0
8898,Focus,2016,8591,Manual,43200,Diesel,0,74.3,1.5
8899,Focus,2016,8991,Manual,41429,Diesel,0,74.3,1.5
8903,Focus,2016,12792,Manual,29229,Diesel,20,67.3,2.0
8905,Focus,2019,20999,Manual,3805,Petrol,145,46.3,1.5
8909,Focus,2018,11999,Manual,14929,Petrol,145,60.1,1.0
8910,Focus,2017,10499,Manual,35047,Diesel,0,74.3,1.5
8913,Focus,2017,15591,Manual,30312,Diesel,20,67.3,2.0
8915,Focus,2018,17782,Manual,17809,Petrol,145,41.5,2.0
8923,Focus,2018,17991,Manual,10286,Petrol,145,41.5,2.0
8925,Focus,2014,12661,Manual,34457,Petrol,235,39.2,2.0
8931,Focus,2017,14000,Manual,14737,Petrol,145,56.5,1.0
8933,Focus,2018,12500,Manual,23868,Petrol,145,58.9,1.0
8935,Focus,2018,12899,Manual,12073,Diesel,145,74.3,1.5
8936,Focus,2018,14999,Manual,10783,Petrol,145,58.9,1.0
8938,Focus,2018,12999,Manual,17542,Petrol,145,57.7,1.0
8939,Focus,2018,11677,Manual,10604,Petrol,145,60.1,1.0
8940,Focus,2019,16499,Manual,13331,Petrol,145,60.1,1.0
8941,Focus,2017,11000,Manual,33274,Diesel,145,74.3,1.5
8942,Focus,2019,18000,Manual,3379,Petrol,145,58.9,1.0
8944,Focus,2019,20000,Manual,3750,Petrol,145,60.1,1.0
8945,Focus,2019,26500,Manual,419,Petrol,145,34.5,2.3
8947,Focus,2019,16000,Manual,9493,Petrol,145,60.1,1.0
8949,Focus,2017,12250,Manual,14554,Diesel,150,74.3,1.5
8952,Focus,2018,12499,Manual,7732,Petrol,145,60.1,1.0
8956,Focus,2017,10650,Manual,23900,Petrol,145,60.1,1.0
8957,Focus,2017,11999,Manual,11741,Petrol,145,60.1,1.0
8959,Focus,2019,19499,Automatic,430,Petrol,145,51.4,1.0
8960,Focus,2019,20999,Manual,15000,Petrol,145,45.6,1.5
8962,Focus,2017,12999,Manual,21000,Petrol,145,57.7,1.0
8963,Focus,2018,17998,Manual,21817,Petrol,145,41.5,2.0
8964,Focus,2019,18998,Automatic,6516,Petrol,150,39.8,1.5
8966,Focus,2017,11498,Manual,18150,Petrol,20,60.1,1.0
8967,Focus,2017,18998,Manual,14176,Petrol,145,41.5,2.0
8969,Focus,2018,13490,Manual,11710,Petrol,145,58.9,1.0
8970,Focus,2018,14195,Manual,16760,Petrol,145,58.9,1.0
8973,Focus,2015,11495,Semi-Auto,33661,Diesel,30,64.2,2.0
8977,Focus,2019,15499,Manual,8098,Petrol,145,60.1,1.0
8978,Focus,2019,16499,Manual,9862,Petrol,145,60.1,1.0
8979,Focus,2017,10500,Manual,14603,Petrol,20,60.1,1.0
8981,Focus,2018,14820,Manual,22143,Petrol,150,60.1,1.0
8982,Focus,2016,14050,Manual,19097,Diesel,20,67.3,2.0
8987,Focus,2017,10100,Manual,20800,Diesel,0,74.3,1.5
8990,Focus,2017,10510,Manual,21720,Petrol,20,60.1,1.0
8993,Focus,2017,12998,Automatic,11577,Petrol,150,46.3,1.5
8995,Focus,2017,11698,Manual,32557,Diesel,0,74.3,1.5
8996,Focus,2017,11698,Manual,17398,Diesel,0,74.3,1.5
8997,Focus,2019,16880,Manual,6500,Petrol,145,60.1,1.0
9005,Focus,2017,11750,Manual,18787,Diesel,145,74.3,1.5
9007,Focus,2019,14430,Manual,7373,Petrol,145,58.9,1.0
9008,Focus,2019,15420,Manual,7294,Petrol,145,60.1,1.0
9009,Focus,2019,16040,Manual,12250,Diesel,145,80.7,1.5
9010,Focus,2019,14550,Manual,3141,Petrol,145,60.1,1.0
9011,Focus,2019,14380,Manual,3802,Petrol,145,58.9,1.0
9012,Focus,2019,14540,Manual,7620,Petrol,145,60.1,1.0
9013,Focus,2019,14540,Manual,6728,Petrol,145,58.9,1.0
9014,Focus,2018,17750,Manual,15165,Petrol,145,41.5,2.0
9015,Focus,2018,12000,Manual,14162,Diesel,145,74.3,1.5
9022,Focus,2018,13490,Manual,13110,Petrol,145,58.9,1.0
9025,Focus,2019,15440,Manual,10500,Petrol,145,60.1,1.0
9028,Focus,2019,15460,Manual,3572,Petrol,145,60.1,1.0
9029,Focus,2019,15440,Manual,5684,Petrol,145,60.1,1.0
9030,Focus,2019,15470,Manual,8292,Petrol,145,60.1,1.0
9031,Focus,2019,15510,Manual,7453,Petrol,145,60.1,1.0
9032,Focus,2019,15420,Manual,8980,Petrol,145,60.1,1.0
9033,Focus,2019,15080,Manual,12691,Diesel,145,80.7,1.5
9034,Focus,2019,14594,Manual,18638,Diesel,145,80.7,1.5
9038,Focus,2017,11498,Manual,12418,Petrol,20,61.4,1.0
9041,Focus,2018,10591,Manual,22656,Petrol,150,60.1,1.0
9042,Focus,2016,12697,Automatic,19823,Petrol,150,46.3,1.5
9048,Focus,2017,10000,Manual,26828,Petrol,145,61.4,1.0
9050,Focus,2017,12000,Manual,31070,Diesel,150,74.3,1.5
9051,Focus,2017,11000,Manual,21582,Diesel,0,74.3,1.5
9056,Focus,2018,11000,Manual,10467,Petrol,145,60.1,1.0
9061,Focus,2015,8400,Manual,43265,Diesel,0,74.3,1.5
9062,Focus,2016,14747,Manual,22996,Diesel,20,67.3,2.0
9064,Focus,2013,6190,Manual,47207,Diesel,20,67.3,1.6
9068,Focus,2017,12250,Manual,14554,Diesel,145,74.3,1.5
9073,Focus,2019,17520,Manual,8,Petrol,145,60.1,1.0
9076,Focus,2019,15991,Manual,12555,Diesel,145,62.8,1.5
9077,Focus,2019,14791,Manual,12125,Petrol,145,60.1,1.0
9078,Focus,2019,15291,Manual,13284,Diesel,145,74.3,1.5
9079,Focus,2019,13991,Manual,11146,Petrol,145,60.1,1.0
9080,Focus,2019,16110,Manual,16000,Diesel,145,74.3,1.5
9081,Focus,2019,20170,Manual,100,Petrol,145,60.1,1.0
9083,Focus,2019,19291,Automatic,10841,Diesel,145,74.3,1.5
9084,Focus,2019,17410,Manual,9500,Petrol,145,60.1,1.0
9087,Focus,2018,16690,Manual,19091,Petrol,145,41.5,2.0
9089,Focus,2018,11750,Manual,17045,Petrol,145,60.1,1.0
9096,Focus,2017,17291,Manual,17573,Petrol,145,41.5,2.0
9097,Focus,2017,11998,Manual,18856,Petrol,20,60.1,1.0
9099,Focus,2017,12997,Semi-Auto,14392,Petrol,125,51.4,1.0
9103,Focus,2019,15580,Manual,9000,Petrol,145,60.1,1.0
9105,Focus,2019,18991,Automatic,3159,Petrol,150,42.8,1.0
9107,Focus,2016,8491,Manual,32512,Petrol,20,60.1,1.0
9109,Focus,2019,14250,Manual,4654,Petrol,145,60.1,1.0
9110,Focus,2019,14590,Manual,3273,Petrol,145,60.1,1.0
9111,Focus,2019,14310,Manual,9824,Petrol,145,58.9,1.0
9112,Focus,2019,14300,Manual,8160,Petrol,145,58.9,1.0
9114,Focus,2019,16477,Manual,292,Petrol,145,49.6,1.0
9116,Focus,2017,16190,Manual,16519,Petrol,145,41.5,2.0
9118,Focus,2017,11000,Manual,17423,Petrol,150,60.1,1.0
9119,Focus,2016,9455,Manual,18194,Petrol,20,60.1,1.0
9124,Focus,2019,16498,Automatic,13701,Petrol,145,41.5,1.0
9126,Focus,2018,19498,Manual,20561,Petrol,150,41.5,2.0
9127,Focus,2017,12298,Manual,22163,Diesel,145,74.3,1.5
9128,Focus,2016,14498,Manual,35074,Diesel,20,67.3,2.0
9132,Focus,2015,7600,Semi-Auto,31816,Petrol,160,44.8,1.6
9135,Focus,2018,12500,Manual,27258,Petrol,150,57.7,1.0
9137,Focus,2013,9998,Manual,51382,Petrol,240,39.2,2.0
9138,Focus,2016,15698,Manual,24432,Diesel,20,67.3,2.0
9140,Focus,2018,17500,Manual,26317,Petrol,145,41.5,2.0
9143,Focus,2016,10400,Manual,24800,Diesel,0,74.3,1.5
9150,Focus,2019,17995,Manual,11485,Diesel,150,74.3,1.5
9155,Focus,2019,16300,Manual,5113,Petrol,145,60.1,1.0
9156,Focus,2018,19000,Manual,14682,Petrol,145,41.5,2.0
9157,Focus,2018,12200,Manual,13974,Petrol,145,60.1,1.0
9163,Focus,2018,12400,Manual,14992,Petrol,145,60.1,1.0
9164,Focus,2017,14900,Manual,24277,Diesel,20,67.3,2.0
9166,Focus,2018,17900,Automatic,13340,Petrol,145,47.9,1.5
9167,Focus,2019,18900,Manual,100,Petrol,145,58.9,1.0
9168,Focus,2018,17900,Manual,10586,Petrol,145,41.5,2.0
9169,Focus,2018,15500,Manual,14505,Petrol,145,60.1,1.0
9170,Focus,2017,10500,Manual,19086,Petrol,20,61.4,1.0
9173,Focus,2017,11000,Manual,16971,Petrol,150,60.1,1.0
9174,Focus,2016,10500,Manual,23499,Petrol,20,60.1,1.0
9178,Focus,2019,15300,Manual,11138,Petrol,145,60.1,1.0
9179,Focus,2018,10700,Manual,27733,Petrol,145,60.1,1.0
9184,Focus,2017,11300,Manual,21874,Petrol,145,60.1,1.0
9187,Focus,2019,20400,Automatic,4365,Diesel,145,49.6,2.0
9188,Focus,2018,11800,Manual,22076,Petrol,145,60.1,1.0
9190,Focus,2015,13800,Manual,37344,Diesel,20,67.3,2.0
9191,Focus,2017,16900,Manual,17735,Diesel,145,67.3,2.0
9192,Focus,2017,16500,Manual,38565,Diesel,145,67.3,2.0
9199,Focus,2019,16200,Manual,8568,Petrol,145,49.6,1.0
9200,Focus,2019,18900,Manual,9552,Petrol,145,50.4,1.5
9201,Focus,2018,18500,Manual,14502,Diesel,145,67.3,2.0
9202,Focus,2013,6698,Semi-Auto,32685,Petrol,160,44.1,1.6
9206,Focus,2018,14500,Manual,6575,Petrol,145,58.9,1.0
9208,Focus,2019,15400,Manual,7268,Petrol,145,60.1,1.0
9209,Focus,2019,16900,Manual,9300,Petrol,145,60.1,1.0
9216,Focus,2018,14795,Manual,15000,Petrol,145,58.9,1.0
9217,Focus,2018,16495,Manual,15721,Petrol,145,60.1,1.0
9219,Focus,2017,10795,Manual,18656,Petrol,20,60.1,1.0
9222,Focus,2019,19995,Manual,12544,Petrol,145,60.1,1.0
9225,Focus,2017,12900,Manual,14877,Petrol,145,51.4,1.5
9238,Focus,2019,16600,Manual,5283,Diesel,145,80.7,1.5
9243,Focus,2020,25500,Automatic,4555,Petrol,145,39.8,1.5
9245,Focus,2016,10300,Manual,23260,Diesel,0,74.3,1.5
9247,Focus,2015,9250,Manual,54700,Diesel,0,74.3,1.5
9254,Focus,2018,18998,Manual,23335,Petrol,145,41.5,2.0
9255,Focus,2017,9860,Manual,47267,Diesel,145,74.3,1.5
9261,Focus,2016,8495,Semi-Auto,36325,Petrol,125,51.4,1.0
9267,Focus,2017,11220,Manual,24000,Petrol,150,58.9,1.0
9269,Focus,2019,15995,Manual,6855,Petrol,145,60.1,1.0
9270,Focus,2017,10498,Manual,32873,Diesel,145,74.3,1.5
9271,Focus,2018,19498,Manual,20781,Petrol,145,41.5,2.0
9273,Focus,2019,15298,Automatic,10493,Petrol,145,48.7,1.0
9276,Focus,2018,16999,Manual,10983,Petrol,145,60.1,1.0
9277,Focus,2018,11000,Manual,18050,Petrol,145,61.4,1.0
9282,Focus,2018,17000,Manual,12657,Diesel,145,67.3,2.0
9284,Focus,2018,16200,Manual,19611,Diesel,145,67.3,2.0
9286,Focus,2014,6670,Manual,38792,Petrol,145,47.9,1.6
9295,Focus,2013,6495,Manual,53707,Diesel,20,67.3,1.6
9296,Focus,2017,10695,Manual,18186,Petrol,20,60.1,1.0
9298,Focus,2018,17495,Manual,8107,Diesel,145,67.3,2.0
9299,Focus,2018,14295,Manual,5482,Petrol,145,57.7,1.0
9303,Focus,2018,12499,Manual,18053,Petrol,145,57.7,1.0
9305,Focus,2018,15499,Manual,10000,Petrol,145,60.1,1.0
9308,Focus,2018,14749,Automatic,15452,Diesel,145,67.3,1.5
9309,Focus,2018,14990,Manual,14482,Diesel,145,74.3,1.5
9310,Focus,2017,25990,Manual,13626,Petrol,145,36.7,2.3
9314,Focus,2017,16999,Manual,26592,Petrol,200,41.5,2.0
9315,Focus,2018,20499,Manual,4391,Petrol,145,41.5,2.0
9320,Focus,2018,13499,Manual,11524,Petrol,145,57.7,1.0
9322,Focus,2017,10999,Manual,24334,Petrol,20,60.1,1.0
9323,Focus,2019,17499,Manual,8836,Petrol,145,60.1,1.0
9325,Focus,2019,18999,Manual,4000,Petrol,145,60.1,1.0
9326,Focus,2019,18999,Manual,8000,Petrol,145,49.6,1.0
9337,Focus,2020,26723,Manual,2102,Petrol,145,34.5,2.3
9340,Focus,2017,14999,Semi-Auto,11882,Diesel,145,64.2,2.0
9341,Focus,2019,15799,Manual,7462,Petrol,145,58.9,1.0
9345,Focus,2019,16938,Manual,4833,Petrol,145,60.1,1.0
9349,Focus,2017,17503,Manual,22789,Petrol,145,41.5,2.0
9350,Focus,2018,18947,Manual,9615,Petrol,145,41.5,2.0
9351,Focus,2018,11704,Manual,13878,Diesel,145,74.3,1.5
9355,Focus,2018,13499,Manual,16392,Petrol,145,57.7,1.0
9365,Focus,2017,18499,Manual,13063,Petrol,145,41.5,2.0
9377,Focus,2017,10999,Manual,17918,Petrol,150,60.1,1.0
9378,Focus,2018,12499,Manual,26100,Diesel,150,74.3,1.5
9390,Focus,2016,9432,Manual,38322,Petrol,20,60.1,1.0
9407,Focus,2016,9910,Manual,32316,Petrol,20,60.1,1.0
9409,Focus,2015,13549,Manual,42322,Diesel,20,67.3,2.0
9410,Focus,2018,19494,Manual,8228,Petrol,145,41.5,2.0
9412,Focus,2017,10719,Manual,19891,Petrol,145,60.1,1.0
9413,Focus,2016,9539,Manual,13101,Petrol,20,61.4,1.0
9414,Focus,2019,16569,Manual,2828,Petrol,145,60.1,1.0
9415,Focus,2017,9659,Manual,22887,Petrol,20,61.4,1.0
9416,Focus,2019,16629,Manual,3575,Petrol,145,60.1,1.0
9419,Focus,2018,13000,Manual,16475,Diesel,150,74.3,1.5
9420,Focus,2018,14739,Manual,13986,Petrol,145,58.9,1.0
9423,Focus,2016,15877,Manual,13400,Petrol,200,41.5,2.0
9429,Focus,2016,9590,Manual,36342,Petrol,20,60.1,1.0
9430,Focus,2018,15995,Manual,5154,Petrol,145,60.1,1.0
9431,Focus,2018,15995,Manual,5154,Petrol,145,60.1,1.0
9432,Focus,2016,9590,Manual,36342,Petrol,20,60.1,1.0
9435,Focus,2017,9300,Manual,36687,Petrol,150,60.1,1.0
9438,Focus,2018,12700,Manual,15705,Petrol,145,57.7,1.0
9440,Focus,2017,15500,Manual,24610,Diesel,150,67.3,2.0
9441,Focus,2017,11000,Manual,10278,Petrol,20,61.4,1.0
9446,Focus,2015,8629,Manual,38722,Petrol,20,61.4,1.0
9448,Focus,2019,16499,Manual,8110,Petrol,145,51.4,1.5
9449,Focus,2018,11899,Manual,4657,Petrol,145,60.1,1.0
9451,Focus,2017,9830,Manual,26340,Petrol,145,61.4,1.0
9455,Focus,2017,11370,Manual,14090,Diesel,145,74.3,1.5
9457,Focus,2018,15000,Manual,16083,Petrol,145,58.9,1.0
9459,Focus,2018,12995,Manual,11489,Petrol,145,57.7,1.0
9461,Focus,2018,13710,Manual,25623,Petrol,145,58.9,1.0
9462,Focus,2016,8500,Manual,50605,Diesel,0,74.3,1.5
9464,Focus,2018,11989,Manual,9088,Petrol,145,60.1,1.0
9465,Focus,2017,17994,Manual,17001,Petrol,145,41.5,2.0
9468,Focus,2019,25799,Manual,3871,Diesel,145,50.4,2.0
9470,Focus,2018,13299,Manual,10000,Petrol,145,57.7,1.0
9472,Focus,2019,16995,Manual,10269,Diesel,145,80.7,1.5
9481,Focus,2017,10420,Manual,39039,Diesel,145,74.3,1.5
9482,Focus,2019,18750,Manual,5252,Petrol,145,51.4,1.5
9483,Focus,2018,19400,Manual,8973,Petrol,145,41.5,2.0
9484,Focus,2017,11360,Manual,27961,Diesel,145,74.3,1.5
9488,Focus,2018,13495,Manual,10335,Petrol,145,57.7,1.0
9489,Focus,2019,15995,Manual,9304,Petrol,145,60.1,1.0
9490,Focus,2017,11795,Manual,23572,Petrol,125,51.4,1.5
9491,Focus,2018,18787,Manual,15464,Petrol,145,41.5,2.0
9492,Focus,2018,13000,Manual,11589,Diesel,145,74.3,1.5
9493,Focus,2017,12250,Manual,18138,Petrol,145,60.1,1.0
9494,Focus,2018,14260,Manual,11296,Petrol,145,58.9,1.0
9497,Focus,2019,15880,Manual,7932,Diesel,145,80.7,1.5
9498,Focus,2018,11660,Manual,46995,Petrol,145,60.1,1.0
9504,Focus,2019,18680,Automatic,8900,Diesel,145,74.3,1.5
9505,Focus,2019,16500,Manual,1010,Diesel,145,80.7,1.5
9506,Focus,2018,12400,Manual,5343,Petrol,145,60.1,1.0
9507,Focus,2018,15800,Manual,20871,Diesel,145,67.3,2.0
9513,Focus,2017,11990,Automatic,27948,Petrol,145,46.3,1.5
9515,Focus,2017,10200,Manual,13219,Diesel,0,74.3,1.5
9517,Focus,2017,12590,Semi-Auto,14478,Diesel,0,74.3,1.5
9525,Focus,2019,25950,Manual,16,Petrol,145,34.5,2.3
9527,Focus,2017,15995,Manual,19071,Diesel,145,67.3,2.0
9528,Focus,2019,15950,Manual,9572,Diesel,145,80.7,1.5
9529,Focus,2019,15320,Manual,8739,Petrol,145,60.1,1.0
9531,Focus,2017,16767,Manual,14203,Diesel,145,67.3,2.0
9532,Focus,2014,7997,Manual,42792,Petrol,30,56.5,1.0
9541,Focus,2014,7080,Manual,35879,Petrol,30,56.5,1.0
9545,Focus,2015,10490,Manual,15392,Petrol,20,60.1,1.0
9547,Focus,2017,16980,Manual,24290,Petrol,200,41.5,2.0
9550,Focus,2018,10240,Manual,32501,Petrol,145,60.1,1.0
9551,Focus,2015,8130,Manual,41232,Diesel,20,67.3,1.6
9565,Focus,2019,14995,Manual,6093,Petrol,145,60.1,1.0
9567,Focus,2017,10480,Manual,30526,Diesel,0,74.3,1.5
9568,Focus,2018,13500,Manual,8134,Petrol,145,57.7,1.0
9572,Focus,2018,17500,Manual,20881,Diesel,145,67.3,2.0
9573,Focus,2017,11790,Manual,13239,Diesel,145,74.3,1.5
9580,Focus,2018,12990,Manual,20425,Petrol,150,57.7,1.0
9584,Focus,2017,10690,Manual,17113,Petrol,145,61.4,1.0
9586,Focus,2015,7990,Manual,28971,Petrol,20,60.1,1.0
9589,Focus,2018,18765,Manual,17039,Petrol,145,41.5,2.0
9590,Focus,2018,18500,Manual,12514,Petrol,145,41.5,2.0
9592,Focus,2018,12290,Manual,8067,Petrol,150,60.1,1.0
9593,Focus,2014,6790,Manual,51341,Petrol,30,56.5,1.0
9594,Focus,2018,12990,Manual,13470,Diesel,150,74.3,1.5
9598,Focus,2018,11800,Manual,12621,Petrol,145,60.1,1.0
9601,Focus,2018,18500,Manual,16970,Petrol,145,41.5,2.0
9604,Focus,2018,17990,Manual,7519,Petrol,145,41.5,2.0
9605,Focus,2016,9990,Semi-Auto,32618,Diesel,0,74.3,1.5
9606,Focus,2019,17990,Manual,5298,Petrol,150,60.1,1.0
9607,Focus,2018,11990,Manual,23915,Petrol,150,60.1,1.0
9609,Focus,2018,15790,Manual,46286,Petrol,150,41.5,2.0
9610,Focus,2018,11990,Manual,12956,Petrol,150,60.1,1.0
9612,Focus,2018,13190,Manual,22786,Petrol,150,51.4,1.5
9620,Focus,2014,8500,Manual,23800,Petrol,30,56.5,1.0
9621,Focus,2018,12990,Manual,11785,Petrol,145,60.1,1.0
